"Leg","City","Region","Title","Description","Ideal for","How to get there","Cost","Category","Reach","Adventure","Website","Google Maps","Photo"
"5","Rome","Lazio","Pizza + gelato class for kids","Devour's family pasta class for the whole crew, or InRome's kids' pizza-and-gelato session. Good rainy-day or birthday move.","grey · all","In Rome — near Piazza Navona","family quote","food","In town","","https://www.inromecooking.com/tour/kids-and-family-classes/pizza-making-and-gelato-class-for-kids/","https://www.google.com/maps/search/?api=1&query=Pizza%20%2B%20gelato%20class%20for%20kids%20Rome%20Italy","https://commons.wikimedia.org/wiki/Special:FilePath/Italy,Roma,Panorama_di_Roma.2008.jpg?width=640"
"5","Rome","Lazio","Pyramid of Cestius and Non-Catholic Cemetery","A 2,000-year-old Egyptian-style pyramid tomb, and behind it an overgrown cemetery where Keats and Shelley sleep and cats nap on tombstones.","rhys","In Rome — Metro B to Piramide","cemetery donation","sight","In town","","https://www.cemeteryrome.it/","https://www.google.com/maps/search/?api=1&query=Pyramid%20of%20Cestius%20and%20Non-Catholic%20Cemetery%20Rome%20Italy","https://commons.wikimedia.org/wiki/Special:FilePath/Italy,Roma,Panorama_di_Roma.2008.jpg?width=640"
"5","Rome","Lazio","Quartiere Coppede","A hidden 1913-27 fantasy block: Art Nouveau meets Gothic meets Assyrian, a Fountain of the Frogs, a Fairy House and a spider-hung arch.","all","In Rome — tram 3/19 to the Trieste district","free","architecture","In town","","https://www.turismoroma.it/en","https://www.google.com/maps/search/?api=1&query=Quartiere%20Coppede%20Rome%20Italy","https://commons.wikimedia.org/wiki/Special:FilePath/Palace_in_quartiere_copped%C3%A8.jpg?width=800"
"5","Rome","Lazio","Quartiere Coppedè","A fairy-tale quarter of monsters, spiders and dreamlike facades — free to wander.","all","In Rome — tram/bus to Piazza Buenos Aires","Free","architecture","In town","","","https://www.google.com/maps/search/?api=1&query=Quartiere%20Copped%C3%A8%20Rome%20Italy","https://commons.wikimedia.org/wiki/Special:FilePath/Palace_in_quartiere_copped%C3%A8.jpg?width=800"
"5","Rome","Lazio","Roman Forum family treasure hunt","The ancient core on one combo ticket; add the arena-floor or underground tour. 8:30am entry, book the timed combo ahead.","grey · all","In Rome — the Forum","tour + entry","hunt","In town","★","https://www.coopculture.it/en/","https://www.google.com/maps/search/?api=1&query=Roman%20Forum%20family%20treasure%20hunt%20Rome%20Italy","https://commons.wikimedia.org/wiki/Special:FilePath/Italy,Roma,Panorama_di_Roma.2008.jpg?width=640"
"5","Rome","Lazio","San Clemente's buried city","Descend three stacked centuries under one church — 12th-c basilica over 4th-c church over 2nd-c house with a Mithras temple and a stream.","all","In Rome — Metro B to Colosseo, short walk","~€10","underground","In town","★","http://basilicasanclemente.com/","https://www.google.com/maps/search/?api=1&query=San%20Clemente's%20buried%20city%20Rome%20Italy","https://commons.wikimedia.org/wiki/Special:FilePath/Italy,Roma,Panorama_di_Roma.2008.jpg?width=640"
"5","Rome","Lazio","The Aventine Keyhole","Peer through a locked green door at the Knights of Malta priory and a hedge tunnel frames St Peter's dome — three states in one glance.","keir","In Rome — Metro B to Circo Massimo, walk up the Aventine","free","secret","In town","★","https://www.turismoroma.it/en","https://www.google.com/maps/search/?api=1&query=The%20Aventine%20Keyhole%20Rome%20Italy","https://commons.wikimedia.org/wiki/Special:FilePath/Italy,Roma,Panorama_di_Roma.2008.jpg?width=640"
"5","Rome","Lazio","The Catacombs","Kilometres of early-Christian burial tunnels under the city.","all","In Rome — Via Appia (bus 118) or S. Agnese","~€10pp","underground","In town","","","https://www.google.com/maps/search/?api=1&query=The%20Catacombs%20Rome%20Italy","https://commons.wikimedia.org/wiki/Special:FilePath/Italy,Roma,Panorama_di_Roma.2008.jpg?width=640"
"5","Rome","Lazio","Torre Argentina cat sanctuary","In the sunken square where Julius Caesar was stabbed, ~150 rescued cats lounge among temple ruins; new walkways and a volunteer shelter.","keir","In Rome — tram 8 / bus to Largo Argentina","free","animals","In town","","https://www.gattidiroma.net/web/en/","https://www.google.com/maps/search/?api=1&query=Torre%20Argentina%20cat%20sanctuary%20Rome%20Italy","https://commons.wikimedia.org/wiki/Special:FilePath/Italy,Roma,Panorama_di_Roma.2008.jpg?width=640"
"5","Rome","Lazio","Vatican Museums + Sistine Chapel + St Peter's","Vast collection done as a kid-paced highlights route; 8am early entry, no Wednesdays. Don't miss the frescoed Gallery of Maps.","all","In Rome — Metro A to Ottaviano","","art","In town","★","https://tickets.museivaticani.va/","https://www.google.com/maps/search/?api=1&query=Vatican%20Museums%20%2B%20Sistine%20Chapel%20%2B%20St%20Peter's%20Rome%20Italy","https://commons.wikimedia.org/wiki/Special:FilePath/Italy,Roma,Panorama_di_Roma.2008.jpg?width=640"
"5","Bomarzo","Lazio","Bomarzo — the Park of the Monsters","Renaissance monster park of giant grotesque stone sculptures; the parents' bucket list and genuinely fun for kids.","all","Day-trip — train to Orte/Viterbo + bus; ~1h30","~€13pp","architecture","Day-trip","★","","https://www.google.com/maps/search/?api=1&query=Bomarzo%20%E2%80%94%20the%20Park%20of%20the%20Monsters%20Bomarzo%20Italy","https://commons.wikimedia.org/wiki/Special:FilePath/Monster_in_Parco_dei_Mostri_(Bomarzo).jpg?width=800"
"5","Calcata","Lazio","Calcata","A hippie cliff-village of artists in a medieval hill town — bohemian, weird and charming, on the parents' bucket list.","all","Bus from Rome (Saxa Rubra) toward Calcata","","weird","Day-trip","","","https://www.google.com/maps/search/?api=1&query=Calcata%20Calcata%20Italy","https://commons.wikimedia.org/wiki/Special:FilePath/Calcata_sul_tufo.jpg?width=640"
"5","Bagnoregio","Lazio","Civita di Bagnoregio — the 'dying city'","The 'dying city' perched on an eroding tuff pinnacle, reached by a footbridge. A dramatic day-trip wander.","all","Day-trip — train to Orvieto + bus","~€5pp footbridge","architecture","Day-trip","","","https://www.google.com/maps/search/?api=1&query=Civita%20di%20Bagnoregio%20%E2%80%94%20the%20'dying%20city'%20Bagnoregio%20Italy","https://commons.wikimedia.org/wiki/Special:FilePath/Civita_di_Bagnoregio_Panorama_2017.jpg?width=640"
"5","Formello","Lazio","Falconer for a Day — La Selvotta","A bird of prey flies free and lands back on your glove. Under 20km from Rome.","keir","Day-trip — needs a taxi/transfer (~20km NW)","~€60–90pp","animals","Day-trip","★","","https://www.google.com/maps/search/?api=1&query=Falconer%20for%20a%20Day%20%E2%80%94%20La%20Selvotta%20Formello%20Italy","https://commons.wikimedia.org/wiki/Special:FilePath/ItaliaLazioFormelloPanorama1.jpg?width=640"
"5","Capalbio","Tuscany","Tarot Garden (Giardino dei Tarocchi)","Niki de Saint Phalle's giant mosaic tarot sculptures in a Tuscan garden. Surreal, walkable and photogenic.","all","Train to Capalbio Scalo, then short taxi/walk","","art","Day-trip","","","https://www.google.com/maps/search/?api=1&query=Tarot%20Garden%20(Giardino%20dei%20Tarocchi)%20Capalbio%20Italy","https://commons.wikimedia.org/wiki/Special:FilePath/Wv_Capalbio_banner.jpg?width=640"
"5","Genga","Marche","Frasassi Caves — the Ancona Abyss","A limestone chamber big enough to hold Milan Cathedral. Marquee cave for the rockhound.","jude","Far — train to Genga ~3h+; better on its own trip","~€18pp","caves","Far · own trip","★","","https://www.google.com/maps/search/?api=1&query=Frasassi%20Caves%20%E2%80%94%20the%20Ancona%20Abyss%20Genga%20Italy","https://commons.wikimedia.org/wiki/Special:FilePath/Genga_-_Grotte_di_Frasassi_-_2023-09-30_13-21-41_001.JPG?width=640"
"5","Pitigliano","Tuscany","Pitigliano + the Vie Cave","A town carved from volcanic tufa, ringed by Etruscan roads cut as deep trenches through the rock.","jude","Far — train + bus ~2h30; better as its own outing","Free (town)","rock","Far · own trip","","","https://www.google.com/maps/search/?api=1&query=Pitigliano%20%2B%20the%20Vie%20Cave%20Pitigliano%20Italy","https://commons.wikimedia.org/wiki/Special:FilePath/01665_ITA_Tuscany_Pitigliano_S_from_viewpoint_V-P.jpg?width=640"
"6","Ferrara","Emilia-Romagna","Ferrara — Castello Estense","A moated brick castle you go inside: drawbridges, the dungeon cells where the d'Este princes were locked up, painted ceilings, and the Torre dei Leoni tower climb.","all · keir","On the Rome→Venice train day — Ferrara is on the line; 15-min walk or 5-min bus from the station, bag storage at the station.","~€12 adult · under-11 free (~€45-60/6)","castle","On the way","★","https://www.castelloestense.it/en","https://www.google.com/maps/search/?api=1&query=Ferrara%20%E2%80%94%20Castello%20Estense%20Ferrara%20Italy","https://commons.wikimedia.org/wiki/Special:FilePath/Castello_Estense_(Ferrara).jpg?width=640"
"6","Ferrara","Emilia-Romagna","Ferrara — Palazzo dei Diamanti","A palace faced with 8,500 pyramid-cut marble 'diamonds' laid so the light shifts as you walk past — pure Escher/sacred-geometry; the Pinacoteca Nazionale is inside.","all · jude","On the Rome→Venice day — ~10-min walk from Castello Estense, central Ferrara.","Facade free · gallery varies","maze","On the way","★","https://www.palazzodiamanti.it/en/","https://www.google.com/maps/search/?api=1&query=Ferrara%20%E2%80%94%20Palazzo%20dei%20Diamanti%20Ferrara%20Italy","https://commons.wikimedia.org/wiki/Special:FilePath/Castello_Estense_(Ferrara).jpg?width=640"
"6","Ferrara","Emilia-Romagna","Ferrara — Via delle Volte & the city walls","A long, dark medieval covered street of brick archways, plus 9km of intact Renaissance walls you can walk or bike — UNESCO 'ideal city', flat and bike-mad.","all","On the Rome→Venice day — in Ferrara's compact centre, walkable; rent bikes to ride the walls.","Free (bike rental optional)","architecture","On the way","","","https://www.google.com/maps/search/?api=1&query=Ferrara%20%E2%80%94%20Via%20delle%20Volte%20%26%20the%20city%20walls%20Ferrara%20Italy","https://commons.wikimedia.org/wiki/Special:FilePath/Castello_Estense_(Ferrara).jpg?width=640"
"6","San Giorgio","Veneto","Borges Labyrinth — San Giorgio Maggiore","A hedge maze based on the Borges story, on its own island.","all","In Venice — vaporetto to San Giorgio; book ahead","~€10pp","maze","In town","","","https://www.google.com/maps/search/?api=1&query=Borges%20Labyrinth%20%E2%80%94%20San%20Giorgio%20Maggiore%20San%20Giorgio%20Italy","https://commons.wikimedia.org/wiki/Special:FilePath/San_Giorgio_Maggiore_with_gondolas.jpg?width=640"
"6","Venice / Lido","Veneto","Cannaregio and the Jewish Ghetto","The world's first ghetto, quiet canals and the best cicchetti bars on Fondamenta della Misericordia; lived-in Venice at aperitivo hour.","all","Vaporetto to Cannaregio","","sight","In town","","https://www.veneziaunica.it/en","https://www.google.com/maps/search/?api=1&query=Cannaregio%20and%20the%20Jewish%20Ghetto%20Venice%20%2F%20Lido%20Italy","https://commons.wikimedia.org/wiki/Special:FilePath/Lido_beach,_Venice,_Italy_-_panoramio.jpg?width=640"
"6","Venice","Veneto","Carnival mask-making workshop","The Dorsoduro atelier that made masks for Kubrick's Eyes Wide Shut runs hands-on courses to build and decorate your own Carnival mask.","grey · all","In Venice — central studios","~€40pp","craft","In town","","https://www.camacana.com/en-UK/find-your-course.php","https://www.google.com/maps/search/?api=1&query=Carnival%20mask-making%20workshop%20Venice%20Italy","https://commons.wikimedia.org/wiki/Special:FilePath/Panorama_of_Canal_Grande_and_Ponte_di_Rialto,_Venice_-_September_2017.jpg?width=640"
"6","Venice / Lido","Veneto","Climb the Campanile + clock tower","The bell-tower lift for the big view, plus the Torre dell'Orologio tour inside the blue-and-gold astronomical clock mechanism.","all","Vaporetto to San Marco","","architecture","In town","","https://torreorologio.visitmuve.it/en/","https://www.google.com/maps/search/?api=1&query=Climb%20the%20Campanile%20%2B%20clock%20tower%20Venice%20%2F%20Lido%20Italy","https://commons.wikimedia.org/wiki/Special:FilePath/Lido_beach,_Venice,_Italy_-_panoramio.jpg?width=640"
"6","Venice","Veneto","Doge's Palace — Secret Itineraries","Gilded halls, Bridge of Sighs, dungeons and 2,000+ arms and armor; the Secret Itineraries tour adds the prisons.","all · keir","In Venice — vaporetto to San Marco; book the tour","~€32pp tour","secret","In town","★","https://palazzoducale.visitmuve.it/en/","https://www.google.com/maps/search/?api=1&query=Doge's%20Palace%20%E2%80%94%20Secret%20Itineraries%20Venice%20Italy","https://commons.wikimedia.org/wiki/Special:FilePath/Doge%27s_Palace_Venice_sea_facade.jpg?width=800"
"6","Venice / Lido","Veneto","Get lost on purpose","No itinerary: hand the kids a map and let them navigate the back-canal labyrinth to a gelato. Venice is the safest big city to wander.","all","On foot from any vaporetto stop","","maze","In town","","https://www.italiakids.com","https://www.google.com/maps/search/?api=1&query=Get%20lost%20on%20purpose%20Venice%20%2F%20Lido%20Italy","https://commons.wikimedia.org/wiki/Special:FilePath/Lido_beach,_Venice,_Italy_-_panoramio.jpg?width=640"
"6","Venice / Lido","Veneto","Grand Canal by vaporetto (Line 1)","The cheapest grand tour in the world — ride the slow boat end to end past the palazzi; a gondola once for the romance.","all","Vaporetto Line 1","transit pass","transport","In town","★","","https://www.google.com/maps/search/?api=1&query=Grand%20Canal%20by%20vaporetto%20(Line%201)%20Venice%20%2F%20Lido%20Italy","https://commons.wikimedia.org/wiki/Special:FilePath/Lido_beach,_Venice,_Italy_-_panoramio.jpg?width=640"
"6","Venice","Veneto","Hidden-city treasure hunt","Secret symbols, alleys and clues across Venice.","all","In Venice — self-guided from a start point","~€25pp","hunt","In town","","","https://www.google.com/maps/search/?api=1&query=Hidden-city%20treasure%20hunt%20Venice%20Italy","https://commons.wikimedia.org/wiki/Special:FilePath/Panorama_of_Canal_Grande_and_Ponte_di_Rialto,_Venice_-_September_2017.jpg?width=640"
"6","Venice / Lido","Veneto","Homo Faber (if dates align)","Venice's master-craft biennial on San Giorgio — the best craft show in Europe; check whether it overlaps the Oct 3-10 window.","all","Vaporetto to San Giorgio Maggiore","","craft","In town","","https://www.homofaber.com/en","https://www.google.com/maps/search/?api=1&query=Homo%20Faber%20(if%20dates%20align)%20Venice%20%2F%20Lido%20Italy","https://commons.wikimedia.org/wiki/Special:FilePath/Lido_beach,_Venice,_Italy_-_panoramio.jpg?width=640"
"6","Venice","Veneto","Kayak the lagoon & hidden canals","Paddle the quiet back-canals and out into the lagoon.","rhys","In Venice — operator meeting point","~€60pp","thrill","In town","","","https://www.google.com/maps/search/?api=1&query=Kayak%20the%20lagoon%20%26%20hidden%20canals%20Venice%20Italy","https://commons.wikimedia.org/wiki/Special:FilePath/Panorama_of_Canal_Grande_and_Ponte_di_Rialto,_Venice_-_September_2017.jpg?width=640"
"6","Venice","Veneto","Learn to row Venetian-style","A standing-up rowing lesson in a traditional boat.","rhys","In Venice — operator meeting point","~€40–80pp","water","In town","","","https://www.google.com/maps/search/?api=1&query=Learn%20to%20row%20Venetian-style%20Venice%20Italy","https://commons.wikimedia.org/wiki/Special:FilePath/Panorama_of_Canal_Grande_and_Ponte_di_Rialto,_Venice_-_September_2017.jpg?width=640"
"6","Venice / Lido","Veneto","Libreria Acqua Alta","Early October tides can flood St Mark's; the city's answer is instant elevated walkways (passerelle) on trestles. Check the tide app, pack boots.","all","Vaporetto + walk to Castello","free","weird","In town","★","https://www.comune.venezia.it/","https://www.google.com/maps/search/?api=1&query=Libreria%20Acqua%20Alta%20Venice%20%2F%20Lido%20Italy","https://commons.wikimedia.org/wiki/Special:FilePath/Lido_beach,_Venice,_Italy_-_panoramio.jpg?width=640"
"6","Lido","Veneto","Lido beach + vaporetto rides","An actual beach island with rentable bikes and room to run — the low-key counterweight to museum days, and where the family is.","keir · all","In Venice — you're based on the Lido","Vaporetto pass","water","In town","","","https://www.google.com/maps/search/?api=1&query=Lido%20beach%20%2B%20vaporetto%20rides%20Lido%20Italy","https://commons.wikimedia.org/wiki/Special:FilePath/Lido_beach,_Venice,_Italy_-_panoramio.jpg?width=640"
"6","Murano","Veneto","Murano — watch glassblowing, make a bead","Watch a maestro shape molten glass, then try it: a furnace class for teens (Wave) or a torch-bead bench for younger kids (VivoVenetia, 10+).","keir · all","In Venice — vaporetto to Murano; bead class age 10+ (email re Keir)","~€30–60pp","craft","In town","★","","https://www.google.com/maps/search/?api=1&query=Murano%20%E2%80%94%20watch%20glassblowing%2C%20make%20a%20bead%20Murano%20Italy","https://commons.wikimedia.org/wiki/Special:FilePath/Murano_furnace_and_pipe.jpg?width=800"
"6","Venice / Lido","Veneto","Natural History Museum","Dinosaurs and a giant whale skeleton in a Grand Canal palazzo — an easy rainy-day hit for the 9-year-old.","keir","Vaporetto to San Stae","","animals","In town","","https://msn.visitmuve.it/en/","https://www.google.com/maps/search/?api=1&query=Natural%20History%20Museum%20Venice%20%2F%20Lido%20Italy","https://commons.wikimedia.org/wiki/Special:FilePath/Lido_beach,_Venice,_Italy_-_panoramio.jpg?width=640"
"6","Venice / Lido","Veneto","Peggy Guggenheim / Accademia","Modern art in Peggy's compact canal-side home, or the Venetian masters at the Accademia; the grown-ups' art fix.","rhys · jude","Vaporetto to Dorsoduro/Accademia","","art","In town","","https://www.guggenheim-venice.it/en/","https://www.google.com/maps/search/?api=1&query=Peggy%20Guggenheim%20%2F%20Accademia%20Venice%20%2F%20Lido%20Italy","https://commons.wikimedia.org/wiki/Special:FilePath/Lido_beach,_Venice,_Italy_-_panoramio.jpg?width=640"
"6","Venice / Lido","Veneto","Rialto market + cicchetti crawl","The morning fish-and-produce market, then a hands-on cicchetti cooking class in a local's home (Cesarine) or a tasting walk.","all","Vaporetto to Rialto (San Polo/Dorsoduro)","","market","In town","","","https://www.google.com/maps/search/?api=1&query=Rialto%20market%20%2B%20cicchetti%20crawl%20Venice%20%2F%20Lido%20Italy","https://commons.wikimedia.org/wiki/Special:FilePath/Lido_beach,_Venice,_Italy_-_panoramio.jpg?width=640"
"6","Venice","Veneto","Scala Contarini del Bovolo","A hidden 15th-c external spiral staircase — 80 stone steps up a 26m tower to a rooftop belvedere. Timed 30-min slots, max 20.","all","In Venice — near San Marco, walkable","~€8pp","architecture","In town","★","https://www.gioiellinascostidivenezia.it/en/scala-contarini-del-bovolo/","https://www.google.com/maps/search/?api=1&query=Scala%20Contarini%20del%20Bovolo%20Venice%20Italy","https://commons.wikimedia.org/wiki/Special:FilePath/Panorama_of_Canal_Grande_and_Ponte_di_Rialto,_Venice_-_September_2017.jpg?width=640"
"6","Venice / Lido","Veneto","Scuola Grande di San Rocco","Tintoretto's overwhelming cycle of canvases — 'Venice's Sistine Chapel,' and rarely crowded.","all","Vaporetto + walk (San Polo)","","art","In town","","https://www.scuolagrandesanrocco.org/en/","https://www.google.com/maps/search/?api=1&query=Scuola%20Grande%20di%20San%20Rocco%20Venice%20%2F%20Lido%20Italy","https://commons.wikimedia.org/wiki/Special:FilePath/Lido_beach,_Venice,_Italy_-_panoramio.jpg?width=640"
"6","Venice / Lido","Veneto","Squero di San Trovaso","One of Venice's last working gondola boatyards, open since the 17th c; watch craftsmen build gondolas from the bank across Rio San Trovaso.","keir · jude","Vaporetto to Zattere (Dorsoduro)","free","craft","In town","","","https://www.google.com/maps/search/?api=1&query=Squero%20di%20San%20Trovaso%20Venice%20%2F%20Lido%20Italy","https://commons.wikimedia.org/wiki/Special:FilePath/Lido_beach,_Venice,_Italy_-_panoramio.jpg?width=640"
"6","Venice / Lido","Veneto","St Mark's Basilica + golden mosaics","8,000 sq m of gold Byzantine mosaic ceiling in Piazza San Marco; book a timed slot and add the Pala d'Oro and terrace.","all","Vaporetto to San Marco","","church","In town","★","https://www.basilicasanmarco.it/?lang=en","https://www.google.com/maps/search/?api=1&query=St%20Mark's%20Basilica%20%2B%20golden%20mosaics%20Venice%20%2F%20Lido%20Italy","https://commons.wikimedia.org/wiki/Special:FilePath/Lido_beach,_Venice,_Italy_-_panoramio.jpg?width=640"
"6","Venice / Lido","Veneto","The traghetto crossing","The locals' hack: a two-oared traghetto gondola ferries you across the Grand Canal for ~€2, standing the whole way. A real gondola ride for pocket change.","keir · rhys","Traghetto at one of 7 crossing points","~€2","transport","In town","★","https://www.veneziaunica.it/en","https://www.google.com/maps/search/?api=1&query=The%20traghetto%20crossing%20Venice%20%2F%20Lido%20Italy","https://commons.wikimedia.org/wiki/Special:FilePath/Lido_beach,_Venice,_Italy_-_panoramio.jpg?width=640"
"6","Venice","Veneto","The Venetian Arsenal","The enormous medieval shipyard that once built a galley a day.","all","In Venice — Castello district, walkable","Varies (grounds/museum)","whoa","In town","","","https://www.google.com/maps/search/?api=1&query=The%20Venetian%20Arsenal%20Venice%20Italy","https://commons.wikimedia.org/wiki/Special:FilePath/Arsenale_di_Venezia_gate.jpg?width=800"
"6","Venice","Veneto","Venetian cicchetti cooking class","Make the city's own bar snacks in a local's home.","grey","In Venice — Dorsoduro (Cesarine host home)","~€131 / €66 kids","food","In town","","https://cesarine.com/en","https://www.google.com/maps/search/?api=1&query=Venetian%20cicchetti%20cooking%20class%20Venice%20Italy","https://commons.wikimedia.org/wiki/Special:FilePath/Panorama_of_Canal_Grande_and_Ponte_di_Rialto,_Venice_-_September_2017.jpg?width=640"
"6","Burano","Veneto","Burano + Torcello islands","Burano's candy-colored fishing houses and lace-making, plus quiet Torcello with its ancient mosaic cathedral; a relaxed all-day boat outing.","all","Vaporetto north to Burano/Torcello","","water","Day-trip","★","","https://www.google.com/maps/search/?api=1&query=Burano%20%2B%20Torcello%20islands%20Burano%20Italy","https://commons.wikimedia.org/wiki/Special:FilePath/Colorful_Houses_on_Burano_Island%2C_Venice.jpg?width=640"
"6","Burano","Veneto","Burano's crooked campanile and Lace Museum","Burano's visibly leaning bell tower plus the Lace Museum on Galuppi Square where Buranese women still demonstrate needle-lace by hand.","grey","Vaporetto 12 to Burano","","craft","Day-trip","","https://museomerletto.visitmuve.it/en/home/","https://www.google.com/maps/search/?api=1&query=Burano's%20crooked%20campanile%20and%20Lace%20Museum%20Burano%20Italy","https://commons.wikimedia.org/wiki/Special:FilePath/Colorful_Houses_on_Burano_Island%2C_Venice.jpg?width=640"
"6","Venice","Veneto","Canalside anniversary dinner, Venice","Romantic waterside table on a quiet rio in Cannaregio or Dorsoduro — seafood and wine, water lapping past the railing.","all","Vaporetto from the Lido into Venice.","","dining","Day-trip","★","","https://www.google.com/maps/search/?api=1&query=Canalside%20anniversary%20dinner%2C%20Venice%20Venice%20Italy","https://commons.wikimedia.org/wiki/Special:FilePath/Panorama_of_Canal_Grande_and_Ponte_di_Rialto,_Venice_-_September_2017.jpg?width=640"
"6","Colli Euganei","Veneto","Colli Euganei — MTB in the volcanic hills","The real trail terrain near Venice: forest singletrack and gravel climbs over the Euganean Hills, with a marked MTB circuit — gentler perimeter gravel for Keir, hills for the teens.","keir · rhys","Day-trip — ~40-min train Venice→Este/Monselice/Montegrotto, then local bike hire.","Rentals ~€20-35/bike/day + train","bike","Day-trip","","https://www.girolibero.com/tour/cycling-italy-euganean-hills-for-families-self-guided-it038/","https://www.google.com/maps/search/?api=1&query=Colli%20Euganei%20%E2%80%94%20MTB%20in%20the%20volcanic%20hills%20Colli%20Euganei%20Italy","https://commons.wikimedia.org/wiki/Special:FilePath/Lido_beach,_Venice,_Italy_-_panoramio.jpg?width=640"
"6","Valstagna","Veneto","Grotte di Oliero — by boat","Cave springs you enter by boat. Rockhound + water.","jude","Day-trip — train + bus ~1h30","~€10pp","caves","Day-trip","","","https://www.google.com/maps/search/?api=1&query=Grotte%20di%20Oliero%20%E2%80%94%20by%20boat%20Valstagna%20Italy","https://commons.wikimedia.org/wiki/Special:FilePath/Parco_naturale_delle_Grotte_di_Oliero_01.jpg?width=640"
"6","Padua","Veneto","Museo del Precinema — magic lanterns","Magic lanterns and proto-cinema devices in Padua.","all","Day-trip — 30-min train to Padua","~€10pp","weird","Day-trip","","","https://www.google.com/maps/search/?api=1&query=Museo%20del%20Precinema%20%E2%80%94%20magic%20lanterns%20Padua%20Italy","https://commons.wikimedia.org/wiki/Special:FilePath/Prato_della_Valle_e_Santa_Giustina_Padova_2010.jpg?width=640"
"6","Verona","Veneto","Museo Nicolis — cars & machines","Cars, motorcycles and machines near Verona.","jude","Day-trip — train to Verona + local","~€12pp","machines","Day-trip","","","https://www.google.com/maps/search/?api=1&query=Museo%20Nicolis%20%E2%80%94%20cars%20%26%20machines%20Verona%20Italy","https://commons.wikimedia.org/wiki/Special:FilePath/Verona_Arena_(Arena_di_Verona).jpg?width=640"
"6","Padua","Veneto","Padua day-trip","25 min by train: Giotto's Scrovegni Chapel frescoes, the vast Prato della Valle, and the world's oldest botanical garden.","all","Train to Padova","","art","Day-trip","","https://www.turismopadova.it/en/","https://www.google.com/maps/search/?api=1&query=Padua%20day-trip%20Padua%20Italy","https://commons.wikimedia.org/wiki/Special:FilePath/Prato_della_Valle_e_Santa_Giustina_Padova_2010.jpg?width=640"
"6","Venice / Lido","Veneto","San Michele — the cemetery island","Venice's walled island of the dead: cypress avenues, a white Renaissance church, and graves of Stravinsky, Diaghilev and Ezra Pound.","rhys · jude","Vaporetto 4.1/4.2 from Fondamente Nove","free","secret","Day-trip","★","","https://www.google.com/maps/search/?api=1&query=San%20Michele%20%E2%80%94%20the%20cemetery%20island%20Venice%20%2F%20Lido%20Italy","https://commons.wikimedia.org/wiki/Special:FilePath/Lido_beach,_Venice,_Italy_-_panoramio.jpg?width=640"
"6","Padua","Veneto","San Pelagio — Minotaur & mirror mazes","Two very different mazes at a castle near Padua.","all","Day-trip — train to Padua + local","~€12pp","maze","Day-trip","","","https://www.google.com/maps/search/?api=1&query=San%20Pelagio%20%E2%80%94%20Minotaur%20%26%20mirror%20mazes%20Padua%20Italy","https://commons.wikimedia.org/wiki/Special:FilePath/Prato_della_Valle_e_Santa_Giustina_Padova_2010.jpg?width=640"
"6","Venice / Lido","Veneto","The plague islands by boat","Private 'ghost island' boat tours circle sealed Poveglia's ruins and land at Lazzaretto Vecchio, Venice's plague quarantine islands.","rhys · jude","Private boat tour from Venice","","underground","Day-trip","","https://www.getyourguide.com/venice-l35/poveglia-island-exploration-tour-from-venice-t1196393/","https://www.google.com/maps/search/?api=1&query=The%20plague%20islands%20by%20boat%20Venice%20%2F%20Lido%20Italy","https://commons.wikimedia.org/wiki/Special:FilePath/Lido_beach,_Venice,_Italy_-_panoramio.jpg?width=640"
"6","Torcello","Veneto","Torcello's Devil's Bridge and Attila's throne","Venice's birthplace island hides a railless 'Devil's Bridge' and a marble 'throne of Attila' — sit in it and legend says you'll return.","keir","Vaporetto 12 + 9 via Burano","","weird","Day-trip","","","https://www.google.com/maps/search/?api=1&query=Torcello's%20Devil's%20Bridge%20and%20Attila's%20throne%20Torcello%20Italy","https://commons.wikimedia.org/wiki/Special:FilePath/Venezia_-_Torcello_01.JPG?width=640"
"6","Stra","Veneto","Villa Pisani labyrinth — Stra","A famous historic hedge maze with a tower at the centre.","all","Day-trip — train/bus toward Padua, ~45 min","~€10pp","maze","Day-trip","★","","https://www.google.com/maps/search/?api=1&query=Villa%20Pisani%20labyrinth%20%E2%80%94%20Stra%20Stra%20Italy","https://commons.wikimedia.org/wiki/Special:FilePath/Labirinto_villa_Pisani_1.JPG?width=800"
"6","Trieste","Friuli","Grotta Gigante — the giant cavern","A karst cavern big enough to hold a cathedral.","jude","Far — train to Trieste ~2h + bus; better as its own trip","~€13pp","caves","Far · own trip","★","","https://www.google.com/maps/search/?api=1&query=Grotta%20Gigante%20%E2%80%94%20the%20giant%20cavern%20Trieste%20Italy","https://commons.wikimedia.org/wiki/Special:FilePath/Trieste_Piazza_Unita_1.jpg?width=640"
"7","Dolomites","Trentino–Alto Adige","A family hike + a rifugio lunch","An easy, lift-assisted meadow trail ending at a mountain hut for terrace lunch — Kaiserschmarrn, apple strudel, canederli dumplings.","grey · keir · all","Gentle trails off any lift","","food","In town","★","https://www.suedtirol.info/en","https://www.google.com/maps/search/?api=1&query=A%20family%20hike%20%2B%20a%20rifugio%20lunch%20Dolomites%20Italy","https://commons.wikimedia.org/wiki/Special:FilePath/Drei_Zinnen_Tre_Cime_di_Lavaredo_Dolomites.jpg?width=640"
